"Date.as.of","Start.Date","End.Date","State","County.name","FIPS.County.Code","Urban.Rural.Code","Deaths.involving.COVID.19","Deaths.from.All.Causes","Footnote"
"12/08/2021","01/01/2020","12/04/2021","SD","Roberts County",46109,"Noncore",27,188,""
"12/08/2021","01/01/2020","12/04/2021","SD","Shannon County",46113,"Noncore",NA,168,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","SD","Spink County",46115,"Noncore",26,133,""
"12/08/2021","01/01/2020","12/04/2021","SD","Stanley County",46117,"Micropolitan",NA,22,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","SD","Todd County",46121,"Noncore",10,121,""
"12/08/2021","01/01/2020","12/04/2021","SD","Tripp County",46123,"Noncore",NA,112,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","SD","Turner County",46125,"Small metro",42,200,""
"12/08/2021","01/01/2020","12/04/2021","SD","Union County",46127,"Small metro",12,145,""
"12/08/2021","01/01/2020","12/04/2021","SD","Walworth County",46129,"Noncore",13,145,""
"12/08/2021","01/01/2020","12/04/2021","SD","Yankton County",46135,"Micropolitan",80,619,""
"12/08/2021","01/01/2020","12/04/2021","SD","Ziebach County",46137,"Noncore",NA,75,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Anderson County",47001,"Medium metro",261,2494,""
"12/08/2021","01/01/2020","12/04/2021","TN","Bedford County",47003,"Micropolitan",83,783,""
"12/08/2021","01/01/2020","12/04/2021","TN","Benton County",47005,"Noncore",22,372,""
"12/08/2021","01/01/2020","12/04/2021","TN","Bledsoe County",47007,"Noncore",NA,232,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Blount County",47009,"Medium metro",292,3160,""
"12/08/2021","01/01/2020","12/04/2021","TN","Bradley County",47011,"Small metro",281,2532,""
"12/08/2021","01/01/2020","12/04/2021","TN","Campbell County",47013,"Medium metro",77,1120,""
"12/08/2021","01/01/2020","12/04/2021","TN","Cannon County",47015,"Large fringe metro",21,263,""
"12/08/2021","01/01/2020","12/04/2021","TN","Carroll County",47017,"Noncore",86,769,""
"12/08/2021","01/01/2020","12/04/2021","TN","Carter County",47019,"Small metro",160,1453,""
"12/08/2021","01/01/2020","12/04/2021","TN","Cheatham County",47021,"Large fringe metro",13,601,""
"12/08/2021","01/01/2020","12/04/2021","TN","Chester County",47023,"Small metro",15,279,""
"12/08/2021","01/01/2020","12/04/2021","TN","Claiborne County",47025,"Noncore",104,847,""
"12/08/2021","01/01/2020","12/04/2021","TN","Clay County",47027,"Noncore",25,166,""
"12/08/2021","01/01/2020","12/04/2021","TN","Cocke County",47029,"Micropolitan",137,1073,""
"12/08/2021","01/01/2020","12/04/2021","TN","Coffee County",47031,"Micropolitan",128,1369,""
"12/08/2021","01/01/2020","12/04/2021","TN","Crockett County",47033,"Small metro",36,329,""
"12/08/2021","01/01/2020","12/04/2021","TN","Cumberland County",47035,"Micropolitan",225,1921,""
"12/08/2021","01/01/2020","12/04/2021","TN","Davidson County",47037,"Large central metro",2887,20439,""
"12/08/2021","01/01/2020","12/04/2021","TN","Decatur County",47039,"Noncore",NA,288,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","DeKalb County",47041,"Noncore",34,432,""
"12/08/2021","01/01/2020","12/04/2021","TN","Dickson County",47043,"Large fringe metro",266,1395,""
"12/08/2021","01/01/2020","12/04/2021","TN","Dyer County",47045,"Micropolitan",144,1081,""
"12/08/2021","01/01/2020","12/04/2021","TN","Fayette County",47047,"Large fringe metro",31,523,""
"12/08/2021","01/01/2020","12/04/2021","TN","Fentress County",47049,"Noncore",24,368,""
"12/08/2021","01/01/2020","12/04/2021","TN","Franklin County",47051,"Micropolitan",128,1061,""
"12/08/2021","01/01/2020","12/04/2021","TN","Gibson County",47053,"Noncore",73,1194,""
"12/08/2021","01/01/2020","12/04/2021","TN","Giles County",47055,"Noncore",70,743,""
"12/08/2021","01/01/2020","12/04/2021","TN","Grainger County",47057,"Medium metro",19,422,""
"12/08/2021","01/01/2020","12/04/2021","TN","Greene County",47059,"Micropolitan",158,1763,""
"12/08/2021","01/01/2020","12/04/2021","TN","Grundy County",47061,"Noncore",NA,255,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Hamblen County",47063,"Small metro",266,2000,""
"12/08/2021","01/01/2020","12/04/2021","TN","Hamilton County",47065,"Medium metro",1550,11937,""
"12/08/2021","01/01/2020","12/04/2021","TN","Hancock County",47067,"Noncore",NA,138,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Hardeman County",47069,"Noncore",27,464,""
"12/08/2021","01/01/2020","12/04/2021","TN","Hardin County",47071,"Noncore",49,703,""
"12/08/2021","01/01/2020","12/04/2021","TN","Hawkins County",47073,"Medium metro",35,1054,""
"12/08/2021","01/01/2020","12/04/2021","TN","Haywood County",47075,"Noncore",13,296,""
"12/08/2021","01/01/2020","12/04/2021","TN","Henderson County",47077,"Noncore",54,597,""
"12/08/2021","01/01/2020","12/04/2021","TN","Henry County",47079,"Micropolitan",85,922,""
"12/08/2021","01/01/2020","12/04/2021","TN","Hickman County",47081,"Large fringe metro",16,413,""
"12/08/2021","01/01/2020","12/04/2021","TN","Houston County",47083,"Noncore",17,247,""
"12/08/2021","01/01/2020","12/04/2021","TN","Humphreys County",47085,"Noncore",17,424,""
"12/08/2021","01/01/2020","12/04/2021","TN","Jackson County",47087,"Micropolitan",NA,178,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Jefferson County",47089,"Small metro",181,1388,""
"12/08/2021","01/01/2020","12/04/2021","TN","Johnson County",47091,"Noncore",20,316,""
"12/08/2021","01/01/2020","12/04/2021","TN","Knox County",47093,"Medium metro",1690,14967,""
"12/08/2021","01/01/2020","12/04/2021","TN","Lake County",47095,"Noncore",NA,139,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Lauderdale County",47097,"Noncore",23,429,""
"12/08/2021","01/01/2020","12/04/2021","TN","Lawrence County",47099,"Micropolitan",74,925,""
"12/08/2021","01/01/2020","12/04/2021","TN","Lewis County",47101,"Noncore",12,235,""
"12/08/2021","01/01/2020","12/04/2021","TN","Lincoln County",47103,"Noncore",68,772,""
"12/08/2021","01/01/2020","12/04/2021","TN","Loudon County",47105,"Medium metro",70,1022,""
"12/08/2021","01/01/2020","12/04/2021","TN","McMinn County",47107,"Micropolitan",110,1393,""
"12/08/2021","01/01/2020","12/04/2021","TN","McNairy County",47109,"Noncore",26,524,""
"12/08/2021","01/01/2020","12/04/2021","TN","Macon County",47111,"Large fringe metro",24,385,""
"12/08/2021","01/01/2020","12/04/2021","TN","Madison County",47113,"Small metro",1026,4855,""
"12/08/2021","01/01/2020","12/04/2021","TN","Marion County",47115,"Medium metro",24,558,""
"12/08/2021","01/01/2020","12/04/2021","TN","Marshall County",47117,"Micropolitan",27,569,""
"12/08/2021","01/01/2020","12/04/2021","TN","Maury County",47119,"Large fringe metro",442,2792,""
"12/08/2021","01/01/2020","12/04/2021","TN","Meigs County",47121,"Noncore",NA,251,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Monroe County",47123,"Noncore",122,1115,""
"12/08/2021","01/01/2020","12/04/2021","TN","Montgomery County",47125,"Medium metro",367,3146,""
"12/08/2021","01/01/2020","12/04/2021","TN","Moore County",47127,"Micropolitan",NA,116,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Morgan County",47129,"Medium metro",13,327,""
"12/08/2021","01/01/2020","12/04/2021","TN","Obion County",47131,"Micropolitan",111,782,""
"12/08/2021","01/01/2020","12/04/2021","TN","Overton County",47133,"Micropolitan",58,565,""
"12/08/2021","01/01/2020","12/04/2021","TN","Perry County",47135,"Noncore",19,156,""
"12/08/2021","01/01/2020","12/04/2021","TN","Pickett County",47137,"Noncore",NA,92,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Polk County",47139,"Small metro",NA,371,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Putnam County",47141,"Micropolitan",396,2701,""
"12/08/2021","01/01/2020","12/04/2021","TN","Rhea County",47143,"Micropolitan",67,783,""
"12/08/2021","01/01/2020","12/04/2021","TN","Roane County",47145,"Medium metro",136,1384,""
"12/08/2021","01/01/2020","12/04/2021","TN","Robertson County",47147,"Large fringe metro",139,1384,""
"12/08/2021","01/01/2020","12/04/2021","TN","Rutherford County",47149,"Large fringe metro",967,6070,""
"12/08/2021","01/01/2020","12/04/2021","TN","Scott County",47151,"Noncore",28,439,""
"12/08/2021","01/01/2020","12/04/2021","TN","Sequatchie County",47153,"Medium metro",11,289,""
"12/08/2021","01/01/2020","12/04/2021","TN","Sevier County",47155,"Micropolitan",241,2132,""
"12/08/2021","01/01/2020","12/04/2021","TN","Shelby County",47157,"Large central metro",2935,24516,""
"12/08/2021","01/01/2020","12/04/2021","TN","Smith County",47159,"Large fringe metro",17,381,""
"12/08/2021","01/01/2020","12/04/2021","TN","Stewart County",47161,"Noncore",13,181,""
"12/08/2021","01/01/2020","12/04/2021","TN","Sullivan County",47163,"Medium metro",906,7151,""
"12/08/2021","01/01/2020","12/04/2021","TN","Sumner County",47165,"Large fringe metro",533,3663,""
"12/08/2021","01/01/2020","12/04/2021","TN","Tipton County",47167,"Large fringe metro",57,872,""
"12/08/2021","01/01/2020","12/04/2021","TN","Trousdale County",47169,"Large fringe metro",NA,183,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TN","Unicoi County",47171,"Small metro",21,510,""
"12/08/2021","01/01/2020","12/04/2021","TN","Union County",47173,"Medium metro",10,373,""
"12/08/2021","01/01/2020","12/04/2021","TN","Van Buren County",47175,"Noncore",11,121,""
"12/08/2021","01/01/2020","12/04/2021","TN","Warren County",47177,"Micropolitan",92,858,""
"12/08/2021","01/01/2020","12/04/2021","TN","Washington County",47179,"Small metro",671,5211,""
"12/08/2021","01/01/2020","12/04/2021","TN","Wayne County",47181,"Noncore",16,326,""
"12/08/2021","01/01/2020","12/04/2021","TN","Weakley County",47183,"Micropolitan",41,724,""
"12/08/2021","01/01/2020","12/04/2021","TN","White County",47185,"Noncore",34,583,""
"12/08/2021","01/01/2020","12/04/2021","TN","Williamson County",47187,"Large fringe metro",301,2546,""
"12/08/2021","01/01/2020","12/04/2021","TN","Wilson County",47189,"Large fringe metro",257,2179,""
"12/08/2021","01/01/2020","12/04/2021","TX","Anderson County",48001,"Micropolitan",180,1241,""
"12/08/2021","01/01/2020","12/04/2021","TX","Andrews County",48003,"Micropolitan",33,210,""
"12/08/2021","01/01/2020","12/04/2021","TX","Angelina County",48005,"Micropolitan",490,2552,""
"12/08/2021","01/01/2020","12/04/2021","TX","Aransas County",48007,"Medium metro",NA,508,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Archer County",48009,"Small metro",NA,79,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Armstrong County",48011,"Medium metro",NA,61,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Atascosa County",48013,"Large fringe metro",143,851,""
"12/08/2021","01/01/2020","12/04/2021","TX","Austin County",48015,"Large fringe metro",12,421,""
"12/08/2021","01/01/2020","12/04/2021","TX","Bailey County",48017,"Noncore",NA,78,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Bandera County",48019,"Large fringe metro",NA,340,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Bastrop County",48021,"Large fringe metro",29,1120,""
"12/08/2021","01/01/2020","12/04/2021","TX","Baylor County",48023,"Noncore",12,111,""
"12/08/2021","01/01/2020","12/04/2021","TX","Bee County",48025,"Micropolitan",84,523,""
"12/08/2021","01/01/2020","12/04/2021","TX","Bell County",48027,"Medium metro",1051,6974,""
"12/08/2021","01/01/2020","12/04/2021","TX","Bexar County",48029,"Large central metro",7213,38834,""
"12/08/2021","01/01/2020","12/04/2021","TX","Blanco County",48031,"Noncore",14,176,""
"12/08/2021","01/01/2020","12/04/2021","TX","Borden County",48033,"Noncore",NA,12,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Bosque County",48035,"Noncore",17,425,""
"12/08/2021","01/01/2020","12/04/2021","TX","Bowie County",48037,"Small metro",705,3551,""
"12/08/2021","01/01/2020","12/04/2021","TX","Brazoria County",48039,"Large fringe metro",635,4878,""
"12/08/2021","01/01/2020","12/04/2021","TX","Brazos County",48041,"Small metro",702,3627,""
"12/08/2021","01/01/2020","12/04/2021","TX","Brewster County",48043,"Noncore",12,143,""
"12/08/2021","01/01/2020","12/04/2021","TX","Briscoe County",48045,"Noncore",NA,16,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Brooks County",48047,"Noncore",10,156,""
"12/08/2021","01/01/2020","12/04/2021","TX","Brown County",48049,"Micropolitan",172,1091,""
"12/08/2021","01/01/2020","12/04/2021","TX","Burleson County",48051,"Small metro",15,315,""
"12/08/2021","01/01/2020","12/04/2021","TX","Burnet County",48053,"Noncore",138,1011,""
"12/08/2021","01/01/2020","12/04/2021","TX","Caldwell County",48055,"Large fringe metro",48,535,""
"12/08/2021","01/01/2020","12/04/2021","TX","Calhoun County",48057,"Micropolitan",20,351,""
"12/08/2021","01/01/2020","12/04/2021","TX","Callahan County",48059,"Small metro",17,238,""
"12/08/2021","01/01/2020","12/04/2021","TX","Cameron County",48061,"Medium metro",2155,8179,""
"12/08/2021","01/01/2020","12/04/2021","TX","Camp County",48063,"Noncore",32,288,""
"12/08/2021","01/01/2020","12/04/2021","TX","Carson County",48065,"Medium metro",NA,93,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Cass County",48067,"Noncore",60,703,""
"12/08/2021","01/01/2020","12/04/2021","TX","Castro County",48069,"Noncore",14,113,""
"12/08/2021","01/01/2020","12/04/2021","TX","Chambers County",48071,"Large fringe metro",48,501,""
"12/08/2021","01/01/2020","12/04/2021","TX","Cherokee County",48073,"Micropolitan",156,979,""
"12/08/2021","01/01/2020","12/04/2021","TX","Childress County",48075,"Noncore",14,168,""
"12/08/2021","01/01/2020","12/04/2021","TX","Clay County",48077,"Small metro",10,152,""
"12/08/2021","01/01/2020","12/04/2021","TX","Cochran County",48079,"Noncore",NA,37,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Coke County",48081,"Noncore",NA,97,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Coleman County",48083,"Noncore",35,261,""
"12/08/2021","01/01/2020","12/04/2021","TX","Collin County",48085,"Large central metro",2034,13997,""
"12/08/2021","01/01/2020","12/04/2021","TX","Collingsworth County",48087,"Noncore",NA,62,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Colorado County",48089,"Noncore",30,461,""
"12/08/2021","01/01/2020","12/04/2021","TX","Comal County",48091,"Large fringe metro",478,3164,""
"12/08/2021","01/01/2020","12/04/2021","TX","Comanche County",48093,"Noncore",44,334,""
"12/08/2021","01/01/2020","12/04/2021","TX","Concho County",48095,"Noncore",NA,66,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Cooke County",48097,"Micropolitan",72,707,""
"12/08/2021","01/01/2020","12/04/2021","TX","Coryell County",48099,"Medium metro",71,799,""
"12/08/2021","01/01/2020","12/04/2021","TX","Cottle County",48101,"Noncore",NA,13,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Crane County",48103,"Noncore",16,91,""
"12/08/2021","01/01/2020","12/04/2021","TX","Crockett County",48105,"Noncore",NA,70,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Crosby County",48107,"Medium metro",NA,113,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Culberson County",48109,"Noncore",NA,63,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Dallam County",48111,"Noncore",NA,58,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Dallas County",48113,"Large central metro",5732,39691,""
"12/08/2021","01/01/2020","12/04/2021","TX","Dawson County",48115,"Micropolitan",35,207,""
"12/08/2021","01/01/2020","12/04/2021","TX","Deaf Smith County",48117,"Micropolitan",32,237,""
"12/08/2021","01/01/2020","12/04/2021","TX","Delta County",48119,"Noncore",NA,94,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Denton County",48121,"Large fringe metro",1197,9365,""
"12/08/2021","01/01/2020","12/04/2021","TX","DeWitt County",48123,"Noncore",62,403,""
"12/08/2021","01/01/2020","12/04/2021","TX","Dimmit County",48127,"Noncore",11,195,""
"12/08/2021","01/01/2020","12/04/2021","TX","Donley County",48129,"Noncore",NA,67,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Duval County",48131,"Noncore",NA,140,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Eastland County",48133,"Noncore",34,442,""
"12/08/2021","01/01/2020","12/04/2021","TX","Ector County",48135,"Small metro",723,3334,""
"12/08/2021","01/01/2020","12/04/2021","TX","Edwards County",48137,"Noncore",NA,33,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Ellis County",48139,"Large fringe metro",373,2718,""
"12/08/2021","01/01/2020","12/04/2021","TX","El Paso County",48141,"Medium metro",3373,15663,""
"12/08/2021","01/01/2020","12/04/2021","TX","Erath County",48143,"Micropolitan",63,605,""
"12/08/2021","01/01/2020","12/04/2021","TX","Falls County",48145,"Medium metro",16,212,""
"12/08/2021","01/01/2020","12/04/2021","TX","Fannin County",48147,"Noncore",57,681,""
"12/08/2021","01/01/2020","12/04/2021","TX","Fayette County",48149,"Noncore",33,589,""
"12/08/2021","01/01/2020","12/04/2021","TX","Fisher County",48151,"Noncore",NA,62,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Floyd County",48153,"Noncore",25,127,""
"12/08/2021","01/01/2020","12/04/2021","TX","Foard County",48155,"Noncore",NA,45,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Fort Bend County",48157,"Large fringe metro",937,7904,""
"12/08/2021","01/01/2020","12/04/2021","TX","Franklin County",48159,"Noncore",10,139,""
"12/08/2021","01/01/2020","12/04/2021","TX","Freestone County",48161,"Noncore",31,350,""
"12/08/2021","01/01/2020","12/04/2021","TX","Frio County",48163,"Noncore",32,261,""
"12/08/2021","01/01/2020","12/04/2021","TX","Gaines County",48165,"Noncore",20,197,""
"12/08/2021","01/01/2020","12/04/2021","TX","Galveston County",48167,"Large fringe metro",862,6119,""
"12/08/2021","01/01/2020","12/04/2021","TX","Garza County",48169,"Noncore",NA,63,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Gillespie County",48171,"Micropolitan",78,723,""
"12/08/2021","01/01/2020","12/04/2021","TX","Goliad County",48175,"Small metro",NA,84,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Gonzales County",48177,"Noncore",41,344,""
"12/08/2021","01/01/2020","12/04/2021","TX","Gray County",48179,"Micropolitan",78,484,""
"12/08/2021","01/01/2020","12/04/2021","TX","Grayson County",48181,"Small metro",773,4163,""
"12/08/2021","01/01/2020","12/04/2021","TX","Gregg County",48183,"Small metro",976,4515,""
"12/08/2021","01/01/2020","12/04/2021","TX","Grimes County",48185,"Noncore",17,417,""
"12/08/2021","01/01/2020","12/04/2021","TX","Guadalupe County",48187,"Large fringe metro",261,2183,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hale County",48189,"Micropolitan",135,581,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hall County",48191,"Noncore",NA,64,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Hamilton County",48193,"Noncore",21,222,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hansford County",48195,"Noncore",12,79,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hardeman County",48197,"Noncore",NA,55,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Hardin County",48199,"Medium metro",47,760,""
"12/08/2021","01/01/2020","12/04/2021","TX","Harris County",48201,"Large central metro",10887,72275,""
"12/08/2021","01/01/2020","12/04/2021","TX","Harrison County",48203,"Micropolitan",70,947,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hartley County",48205,"Noncore",14,113,""
"12/08/2021","01/01/2020","12/04/2021","TX","Haskell County",48207,"Noncore",15,133,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hays County",48209,"Large fringe metro",351,2823,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hemphill County",48211,"Noncore",NA,52,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Henderson County",48213,"Micropolitan",194,1934,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hidalgo County",48215,"Medium metro",3409,13323,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hill County",48217,"Noncore",72,722,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hockley County",48219,"Micropolitan",58,346,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hood County",48221,"Large fringe metro",170,1470,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hopkins County",48223,"Micropolitan",178,990,""
"12/08/2021","01/01/2020","12/04/2021","TX","Houston County",48225,"Noncore",34,472,""
"12/08/2021","01/01/2020","12/04/2021","TX","Howard County",48227,"Micropolitan",87,730,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hudspeth County",48229,"Medium metro",NA,64,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Hunt County",48231,"Large fringe metro",309,2020,""
"12/08/2021","01/01/2020","12/04/2021","TX","Hutchinson County",48233,"Micropolitan",44,380,""
"12/08/2021","01/01/2020","12/04/2021","TX","Jack County",48237,"Noncore",11,140,""
"12/08/2021","01/01/2020","12/04/2021","TX","Jackson County",48239,"Noncore",10,209,""
"12/08/2021","01/01/2020","12/04/2021","TX","Jasper County",48241,"Noncore",63,762,""
"12/08/2021","01/01/2020","12/04/2021","TX","Jeff Davis County",48243,"Noncore",NA,25,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Jefferson County",48245,"Medium metro",1257,7432,""
"12/08/2021","01/01/2020","12/04/2021","TX","Jim Hogg County",48247,"Noncore",NA,58,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Jim Wells County",48249,"Micropolitan",116,742,""
"12/08/2021","01/01/2020","12/04/2021","TX","Johnson County",48251,"Large fringe metro",215,2223,""
"12/08/2021","01/01/2020","12/04/2021","TX","Jones County",48253,"Small metro",17,247,""
"12/08/2021","01/01/2020","12/04/2021","TX","Karnes County",48255,"Noncore",32,236,""
"12/08/2021","01/01/2020","12/04/2021","TX","Kaufman County",48257,"Large fringe metro",135,1674,""
"12/08/2021","01/01/2020","12/04/2021","TX","Kendall County",48259,"Large fringe metro",45,752,""
"12/08/2021","01/01/2020","12/04/2021","TX","Kent County",48263,"Noncore",NA,30,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Kerr County",48265,"Micropolitan",140,1536,""
"12/08/2021","01/01/2020","12/04/2021","TX","Kimble County",48267,"Noncore",NA,79,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Kinney County",48271,"Noncore",NA,60,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Kleberg County",48273,"Micropolitan",100,551,""
"12/08/2021","01/01/2020","12/04/2021","TX","Knox County",48275,"Noncore",17,104,""
"12/08/2021","01/01/2020","12/04/2021","TX","Lamar County",48277,"Micropolitan",292,1697,""
"12/08/2021","01/01/2020","12/04/2021","TX","Lamb County",48279,"Noncore",40,253,""
"12/08/2021","01/01/2020","12/04/2021","TX","Lampasas County",48281,"Medium metro",28,379,""
"12/08/2021","01/01/2020","12/04/2021","TX","La Salle County",48283,"Noncore",NA,80,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Lavaca County",48285,"Noncore",61,439,""
"12/08/2021","01/01/2020","12/04/2021","TX","Lee County",48287,"Noncore",16,232,""
"12/08/2021","01/01/2020","12/04/2021","TX","Leon County",48289,"Noncore",11,258,""
"12/08/2021","01/01/2020","12/04/2021","TX","Liberty County",48291,"Large fringe metro",89,1136,""
"12/08/2021","01/01/2020","12/04/2021","TX","Limestone County",48293,"Noncore",56,530,""
"12/08/2021","01/01/2020","12/04/2021","TX","Lipscomb County",48295,"Noncore",NA,30,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","TX","Live Oak County",48297,"Noncore",NA,187,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
